status_conta,duracao_meses,historico_credito,proposito,valor_credito,poupanca,tempo_emprego,taxa_parcela,status_sexo,outros_devedores,residencia_desde,propriedades,idade,outros_planos_parcelas,moradia,creditos_existentes,emprego,dependentes,telefone,trabalhador_estrangeiro,target
A12,0.20588235294117646,A33,A45,0.32761087267525035,A61,A73,2,A93,A101,4,A121,0.44642857142857145,A143,A152,1,A172,2,A192,A201,0
A11,0.38235294117647056,A34,A41,0.3266754704522945,A62,A74,1,A94,A101,4,A123,0.0892857142857143,A143,A151,2,A173,1,A191,A201,0
A11,0.6470588235294117,A34,A41,0.324254429404644,A61,A75,4,A92,A101,4,A124,0.6964285714285714,A142,A153,2,A172,1,A191,A201,1
A14,0.10294117647058824,A34,A40,0.06289204357873886,A61,A72,4,A92,A101,4,A123,0.28571428571428575,A143,A152,2,A174,1,A191,A201,0
A14,0.47058823529411764,A32,A43,0.1127434796962694,A63,A75,4,A93,A101,4,A123,0.35714285714285715,A143,A152,1,A173,1,A191,A201,0
A11,0.029411764705882346,A32,A41,0.06063607351160999,A63,A71,1,A92,A101,2,A122,0.07142857142857145,A143,A151,1,A171,1,A192,A201,0
A14,0.10294117647058824,A34,A40,0.38395510069329813,A61,A73,1,A93,A101,4,A122,0.35714285714285715,A143,A152,2,A172,1,A191,A201,0
A14,0.1176470588235294,A32,A43,0.10030813249697369,A62,A73,4,A92,A102,2,A121,0.16071428571428575,A143,A152,1,A173,1,A191,A201,0
A12,0.2941176470588235,A33,A42,0.11461428414218112,A65,A72,4,A93,A101,2,A122,0.17857142857142855,A141,A152,1,A172,1,A191,A201,0
A12,0.338235294117647,A33,A41,0.3144602178936943,A61,A75,1,A93,A101,2,A123,0.19642857142857145,A143,A152,2,A174,1,A192,A201,0
A14,0.1176470588235294,A32,A43,0.055683944095961266,A61,A73,3,A93,A101,2,A123,0.10714285714285715,A143,A152,1,A173,1,A191,A201,0
A14,0.20588235294117646,A32,A41,0.17211400902388027,A65,A73,2,A93,A101,1,A122,0.21428571428571425,A143,A152,1,A173,1,A192,A201,0
A12,0.47058823529411764,A33,A40,0.10867172884340266,A61,A75,4,A93,A101,4,A124,0.6785714285714286,A141,A153,2,A173,1,A192,A201,1
A14,0.029411764705882346,A31,A40,0.029327610872675252,A65,A73,1,A93,A103,2,A121,0.125,A142,A152,1,A172,2,A191,A201,0
A12,0.1176470588235294,A32,A43,0.3421371189611533,A65,A71,2,A93,A101,1,A124,0.5892857142857142,A143,A152,1,A174,1,A192,A201,1
A14,0.47058823529411764,A34,A43,0.5126004181798173,A61,A73,2,A92,A101,2,A123,0.21428571428571425,A142,A152,2,A173,1,A191,A201,0
A13,0.20588235294117646,A32,A40,0.09414548255749973,A61,A75,3,A92,A101,2,A123,0.07142857142857145,A143,A152,1,A174,1,A191,A201,0
A11,0.47058823529411764,A34,A42,0.32898646417959726,A61,A72,4,A92,A102,4,A124,0.07142857142857145,A143,A151,2,A172,1,A192,A201,1
A12,0.07352941176470588,A32,A49,0.0627819962583911,A61,A73,2,A94,A101,1,A121,0.14285714285714285,A141,A152,1,A173,1,A192,A201,0
A12,0.16176470588235292,A34,A43,0.07081545064377683,A65,A75,4,A93,A103,4,A121,0.5535714285714286,A143,A152,2,A173,1,A192,A201,0
A12,0.47058823529411764,A30,A49,0.09370529327610873,A61,A75,4,A93,A101,4,A124,0.75,A143,A153,1,A174,1,A192,A201,1
A12,0.6470588235294117,A30,A49,0.7797402883239792,A61,A73,2,A93,A101,2,A123,0.10714285714285715,A143,A152,1,A173,1,A192,A201,1
A14,0.2941176470588235,A32,A43,0.16127434796962695,A61,A72,4,A92,A101,4,A122,0.125,A143,A152,1,A173,1,A192,A201,0
A14,0.338235294117647,A32,A45,0.2718168812589414,A65,A75,4,A93,A101,4,A122,0.5178571428571428,A143,A152,4,A173,2,A192,A201,0
A14,0.1176470588235294,A32,A43,0.10570045119401342,A61,A72,2,A92,A101,2,A123,0.17857142857142855,A141,A152,1,A173,1,A191,A201,0
A12,0.1176470588235294,A32,A40,0.041652910751623196,A64,A73,4,A94,A101,1,A121,0.0535714285714286,A143,A152,1,A173,1,A191,A201,0
A14,0.47058823529411764,A32,A46,0.08633212281280951,A61,A73,4,A93,A101,4,A124,0.32142857142857145,A142,A153,1,A173,1,A192,A201,1
A14,0.47058823529411764,A32,A43,0.11797072741278751,A65,A73,4,A92,A101,4,A123,0.10714285714285715,A143,A152,1,A173,1,A191,A201,0
A14,0.47058823529411764,A32,A41,0.4337515131506548,A61,A73,1,A92,A101,2,A122,0.19642857142857145,A141,A152,1,A173,1,A191,A201,0
A14,0.044117647058823525,A34,A43,0.02641135688345989,A65,A75,4,A93,A101,2,A122,0.48214285714285715,A143,A151,2,A172,1,A192,A201,0
A11,0.058823529411764705,A34,A410,0.05029162539892153,A61,A75,3,A93,A101,4,A124,0.5714285714285714,A141,A153,2,A174,2,A192,A201,0
A12,0.5588235294117647,A34,A49,0.3138549576317817,A61,A74,2,A92,A101,1,A121,0.39285714285714285,A141,A152,2,A172,1,A191,A201,0
A11,0.47058823529411764,A32,A46,0.09502586112028172,A65,A75,4,A93,A101,4,A124,0.37499999999999994,A143,A152,1,A174,1,A192,A201,1
A11,0.1176470588235294,A34,A41,0.0702101903818642,A61,A75,4,A93,A101,4,A124,0.8392857142857144,A143,A153,2,A174,1,A191,A201,0
A11,0.5588235294117647,A32,A43,0.20441289754594477,A61,A72,4,A93,A101,3,A123,0.26785714285714285,A143,A152,1,A173,1,A191,A201,1
A12,0.10294117647058824,A33,A43,0.24876196764608782,A61,A74,2,A93,A101,4,A122,0.5714285714285714,A143,A152,1,A173,1,A191,A201,0
A14,0.7352941176470588,A30,A41,0.5054473423572136,A65,A73,2,A93,A101,2,A122,0.35714285714285715,A143,A152,1,A172,2,A191,A201,0
A12,0.38235294117647056,A32,A42,0.19709475074281943,A61,A72,2,A94,A101,1,A122,0.0535714285714286,A143,A152,1,A173,1,A191,A201,0
A14,0.2941176470588235,A32,A43,0.3132496973698691,A65,A72,1,A92,A101,1,A123,0.44642857142857145,A143,A152,2,A173,1,A192,A201,1
A14,0.16176470588235292,A32,A43,0.0529877847474414,A63,A75,4,A93,A101,3,A122,0.49999999999999994,A142,A152,1,A173,1,A192,A201,0
A14,0.20588235294117646,A32,A49,0.07252118410916694,A62,A73,3,A92,A101,4,A122,0.0892857142857143,A143,A151,1,A172,1,A191,A201,0
A11,0.2941176470588235,A32,A410,0.08281060856168151,A61,A75,4,A92,A103,4,A121,0.6964285714285714,A143,A152,1,A172,1,A192,A201,0
A11,0.08823529411764706,A32,A43,0.1136238582590514,A61,A75,3,A93,A101,4,A121,0.5892857142857142,A143,A152,1,A172,1,A191,A201,0
A14,0.1176470588235294,A34,A49,0.06393749312204247,A61,A73,4,A92,A103,2,A121,0.17857142857142855,A143,A152,2,A174,1,A192,A201,0
A12,0.20588235294117646,A34,A42,0.05749972488169913,A61,A72,4,A92,A101,1,A122,0.14285714285714285,A143,A152,2,A173,1,A191,A201,0
A12,0.47058823529411764,A32,A46,0.6802024870694399,A62,A73,1,A93,A101,4,A124,0.49999999999999994,A143,A153,1,A173,2,A192,A201,1
A11,0.20588235294117646,A32,A40,0.10999229668757565,A62,A74,4,A93,A101,3,A123,0.19642857142857145,A143,A152,1,A174,2,A192,A201,0
A11,0.1176470588235294,A30,A45,0.047210300429184546,A61,A74,4,A93,A101,3,A121,0.16071428571428575,A143,A152,2,A173,1,A191,A201,1
A14,0.1176470588235294,A34,A43,0.020248706943985912,A61,A75,4,A93,A101,4,A121,0.6607142857142858,A143,A152,1,A173,1,A191,A201,0
A11,0.1176470588235294,A34,A41,0.06377242214152085,A61,A75,4,A93,A101,3,A121,0.625,A143,A152,1,A173,1,A191,A201,0
A14,0.1176470588235294,A34,A43,0.030097942115109497,A65,A75,4,A92,A101,3,A122,0.25000000000000006,A141,A152,1,A172,2,A191,A201,1
A13,0.2941176470588235,A34,A42,0.18526466380543635,A65,A75,4,A93,A102,4,A124,0.01785714285714285,A143,A151,2,A173,1,A191,A201,0
A12,0.1176470588235294,A32,A40,0.05876526906569825,A64,A75,4,A93,A101,4,A121,0.625,A143,A152,1,A173,1,A192,A201,0
A12,0.7352941176470588,A30,A49,0.8635963464289644,A61,A72,3,A93,A101,4,A124,0.6964285714285714,A143,A151,1,A173,1,A192,A201,1
A14,0.1176470588235294,A34,A46,0.09695168922636734,A65,A74,4,A92,A101,2,A123,0.75,A143,A152,1,A173,1,A191,A201,0
A12,0.20588235294117646,A32,A49,0.13051612193243095,A62,A73,4,A93,A101,4,A123,0.26785714285714285,A143,A152,1,A173,1,A191,A201,0
A12,0.47058823529411764,A34,A43,0.11483437878287663,A61,A75,4,A93,A101,4,A121,0.30357142857142855,A143,A152,1,A173,1,A191,A201,0
A12,0.23529411764705882,A33,A41,0.37454605480356556,A65,A74,3,A93,A101,4,A122,0.30357142857142855,A141,A151,2,A174,2,A192,A201,0
A14,0.2941176470588235,A32,A40,0.06707384175195334,A62,A75,4,A94,A101,4,A121,0.39285714285714285,A143,A151,1,A172,1,A191,A201,0
A12,0.47058823529411764,A32,A43,0.1140640475404424,A61,A74,4,A93,A101,4,A123,0.0892857142857143,A143,A151,1,A173,1,A191,A201,0
A14,0.029411764705882346,A33,A43,0.037526136238582586,A61,A73,3,A92,A101,2,A121,0.0892857142857143,A143,A152,1,A173,1,A191,A201,0
A12,0.07352941176470588,A34,A42,0.09183448883019699,A61,A74,4,A93,A101,3,A123,0.28571428571428575,A143,A151,1,A173,1,A192,A201,0
A14,0.1176470588235294,A32,A41,0.12077693408165512,A65,A72,2,A94,A101,4,A123,0.125,A143,A151,1,A173,1,A192,A201,0
A12,0.2941176470588235,A34,A410,0.6431165401122483,A61,A73,2,A93,A102,3,A123,0.35714285714285715,A143,A152,2,A174,2,A192,A201,1
A14,0.20588235294117646,A31,A40,0.34158688235941453,A61,A75,2,A93,A101,4,A124,0.35714285714285715,A141,A152,2,A174,2,A192,A201,1
A12,0.1176470588235294,A32,A40,0.32067789149334214,A61,A74,2,A93,A101,2,A123,0.23214285714285715,A143,A152,1,A173,1,A191,A201,0
A11,0.2941176470588235,A32,A42,0.4110817651590184,A65,A72,1,A92,A101,2,A122,0.19642857142857145,A143,A152,1,A173,1,A192,A202,0
A12,0.14705882352941174,A32,A49,0.06382744580169472,A63,A75,1,A94,A101,2,A121,0.28571428571428575,A143,A152,1,A173,1,A192,A201,0
A12,0.029411764705882346,A33,A49,0.06597336854847584,A62,A75,1,A91,A101,2,A123,0.21428571428571425,A141,A152,2,A173,2,A191,A201,0
A13,0.16176470588235292,A32,A46,0.007813359744690218,A61,A72,4,A92,A101,4,A122,0.07142857142857145,A143,A151,1,A173,1,A192,A201,0
A12,0.20588235294117646,A32,A40,0.33069219764498736,A61,A74,3,A93,A101,3,A121,0.16071428571428575,A143,A151,1,A172,1,A191,A201,0
A14,0.47058823529411764,A34,A40,0.4184549356223176,A61,A73,4,A92,A101,2,A121,0.10714285714285715,A142,A152,2,A173,1,A192,A201,1
A11,0.1176470588235294,A32,A43,0.07868383404864092,A63,A75,3,A94,A101,1,A121,0.28571428571428575,A143,A152,1,A173,1,A191,A201,0
A14,0.6470588235294117,A34,A43,0.18311874105865522,A65,A75,4,A93,A101,1,A121,0.49999999999999994,A143,A152,1,A173,1,A192,A201,0
A11,0.5588235294117647,A32,A43,0.3809838230439089,A65,A74,4,A92,A101,3,A123,0.19642857142857145,A143,A152,1,A174,1,A192,A201,1
A11,0.08823529411764706,A34,A42,0.10355452844723231,A65,A72,2,A92,A102,3,A121,0.14285714285714285,A143,A151,2,A173,1,A191,A202,0
A11,0.4264705882352941,A34,A42,0.22180037416088919,A63,A73,1,A92,A101,4,A123,0.07142857142857145,A143,A152,2,A173,1,A191,A201,1
A12,0.1176470588235294,A34,A40,0.116430064927919,A63,A74,3,A91,A101,3,A123,0.30357142857142855,A143,A152,1,A174,1,A192,A201,0
A11,0.25,A32,A43,0.0872125013755915,A61,A73,3,A92,A101,2,A121,0.10714285714285715,A143,A152,2,A173,1,A192,A201,1
A14,0.2941176470588235,A34,A41,0.1990756025090789,A61,A75,4,A92,A101,2,A123,0.39285714285714285,A143,A151,2,A174,1,A192,A201,0
A14,0.1176470588235294,A32,A42,0.08352591614394189,A61,A73,3,A93,A101,2,A121,0.0892857142857143,A143,A151,1,A172,1,A191,A201,0
A13,0.08823529411764706,A34,A40,0.0292175635523275,A61,A75,4,A93,A101,4,A124,0.7857142857142858,A143,A153,2,A173,1,A192,A201,0
A12,0.20588235294117646,A32,A42,0.09210960713106636,A65,A72,4,A92,A101,3,A121,0.14285714285714285,A143,A151,1,A173,1,A191,A201,1
A11,0.1176470588235294,A34,A40,0.10294926818531969,A61,A73,4,A93,A101,2,A122,0.19642857142857145,A143,A152,2,A173,1,A191,A201,0
A11,0.1176470588235294,A32,A43,0.024815670738417523,A61,A73,4,A94,A101,2,A121,0.37499999999999994,A143,A152,1,A172,1,A191,A201,0
A12,0.1176470588235294,A32,A45,0.021404203807637284,A61,A73,4,A93,A101,2,A123,0.19642857142857145,A143,A152,1,A173,1,A191,A201,1
A12,0.1176470588235294,A34,A41,0.08858809287993837,A61,A71,4,A93,A101,2,A123,0.26785714285714285,A143,A152,2,A174,1,A192,A201,0
A11,0.1176470588235294,A34,A40,0.17877187190491914,A61,A73,3,A92,A102,2,A121,0.17857142857142855,A143,A152,2,A173,1,A191,A201,1
A12,0.6470588235294117,A32,A40,0.45322988885220644,A65,A74,1,A92,A101,2,A123,0.0892857142857143,A143,A152,1,A173,1,A191,A201,0
A11,0.47058823529411764,A33,A46,0.36519203257400684,A61,A73,4,A93,A101,3,A122,0.17857142857142855,A142,A152,1,A173,1,A192,A201,1
A14,0.16176470588235292,A32,A42,0.1352481567073842,A61,A72,2,A93,A101,3,A122,0.14285714285714285,A141,A152,2,A172,1,A191,A201,0
A14,0.20588235294117646,A32,A42,0.09541102674149884,A61,A73,4,A93,A101,4,A124,0.49999999999999994,A141,A153,2,A173,1,A191,A201,0
A14,0.8235294117647058,A32,A43,0.5444040937603168,A62,A74,2,A92,A101,4,A121,0.035714285714285754,A143,A152,1,A173,1,A192,A201,0
A14,0.1176470588235294,A34,A43,0.05447342357213601,A65,A75,4,A92,A101,2,A121,0.33928571428571425,A143,A152,2,A173,1,A192,A201,0
A14,0.338235294117647,A33,A41,0.46016287003411466,A64,A73,2,A93,A101,2,A123,0.14285714285714285,A143,A152,2,A173,1,A191,A201,0
A12,0.1176470588235294,A32,A43,0.02839220864971938,A63,A73,4,A93,A101,3,A121,0.8392857142857144,A143,A152,1,A172,1,A191,A201,1
A12,0.16176470588235292,A34,A43,0.1363486299108617,A65,A74,4,A93,A103,2,A121,0.28571428571428575,A141,A152,3,A173,1,A192,A201,0
A13,0.1176470588235294,A32,A43,0.08974358974358974,A61,A73,2,A92,A101,2,A123,0.44642857142857145,A143,A151,1,A172,1,A192,A201,0
A13,0.029411764705882346,A32,A40,0.025255860019808517,A64,A72,2,A94,A101,2,A121,0.14285714285714285,A143,A152,1,A171,1,A191,A202,0
A12,0.47058823529411764,A32,A43,0.2500825354902608,A61,A72,4,A92,A101,1,A124,0.19642857142857145,A143,A152,1,A174,1,A192,A201,0
A11,0.338235294117647,A32,A43,0.17420490811048753,A61,A73,3,A93,A101,2,A123,0.14285714285714285,A143,A152,1,A174,1,A191,A201,0
A11,0.20588235294117646,A32,A42,0.121712336304611,A61,A73,2,A93,A101,2,A123,0.0535714285714286,A143,A152,1,A173,1,A191,A201,1
A14,0.25,A34,A42,0.11213821943435677,A61,A72,4,A92,A101,4,A122,0.07142857142857145,A143,A152,1,A173,1,A192,A201,0
A12,0.6470588235294117,A31,A49,0.18245845713656875,A62,A74,4,A93,A101,2,A123,0.19642857142857145,A143,A152,1,A173,1,A191,A201,0
A11,0.029411764705882346,A34,A40,0.0335644327060636,A61,A75,1,A92,A101,4,A124,0.35714285714285715,A143,A152,2,A173,1,A192,A201,0
A14,0.1176470588235294,A34,A40,0.023770221195113902,A62,A74,4,A92,A101,3,A123,0.5714285714285714,A143,A152,2,A173,1,A192,A201,0
A11,0.47058823529411764,A34,A42,0.2817761637504127,A61,A73,3,A93,A103,2,A122,0.16071428571428575,A143,A152,2,A173,1,A191,A201,0
A14,0.20588235294117646,A34,A43,0.07329151535160118,A64,A75,4,A93,A101,4,A123,0.48214285714285715,A143,A152,2,A173,1,A191,A201,0
A14,0.029411764705882346,A32,A43,0.06030593155056674,A62,A75,2,A93,A101,4,A124,0.41071428571428575,A141,A153,1,A173,2,A192,A201,0
A14,0.08823529411764706,A32,A43,0.09210960713106636,A61,A73,1,A93,A101,4,A122,0.33928571428571425,A143,A152,1,A173,1,A192,A202,0
A13,0.47058823529411764,A32,A43,0.30802244965335096,A61,A73,4,A93,A101,1,A123,0.0892857142857143,A143,A152,1,A173,1,A191,A201,0
A12,0.2941176470588235,A34,A41,0.41311764058545175,A64,A75,2,A92,A101,4,A124,0.17857142857142855,A143,A151,1,A173,1,A191,A201,0
A12,0.2941176470588235,A33,A49,0.3695939253879168,A62,A74,4,A93,A101,4,A123,0.30357142857142855,A143,A151,1,A174,1,A192,A201,0
A11,0.1176470588235294,A32,A42,0.056784417299438755,A61,A73,2,A92,A101,4,A123,0.01785714285714285,A143,A151,1,A173,1,A191,A201,1
A11,0.07352941176470588,A34,A45,0.057114559260482006,A62,A75,3,A93,A103,4,A121,0.5178571428571428,A143,A152,2,A173,2,A191,A202,0
A11,0.1176470588235294,A31,A48,0.004897105755474855,A61,A75,4,A94,A101,1,A123,0.46428571428571425,A141,A152,1,A172,1,A191,A201,0
A12,0.2941176470588235,A32,A40,0.1794871794871795,A62,A74,2,A93,A101,3,A123,0.33928571428571425,A141,A152,2,A173,1,A192,A201,0
A14,0.029411764705882346,A34,A43,0.09067899196654561,A65,A73,1,A93,A101,2,A121,0.26785714285714285,A143,A152,2,A172,2,A191,A201,0
A14,0.2941176470588235,A34,A43,0.14427203697589966,A62,A75,3,A93,A101,4,A121,0.30357142857142855,A143,A152,1,A173,2,A192,A201,0
A14,0.20588235294117646,A34,A40,0.04429404643996919,A61,A72,4,A92,A101,1,A122,0.19642857142857145,A143,A152,2,A173,1,A191,A201,0
A14,0.16176470588235292,A32,A44,0.055683944095961266,A63,A74,4,A93,A101,3,A122,0.30357142857142855,A143,A152,2,A173,1,A192,A201,0
A12,0.08823529411764706,A32,A40,0.3883569935072081,A61,A71,2,A93,A101,4,A124,0.9107142857142858,A141,A153,1,A174,1,A192,A201,0
A14,0.47058823529411764,A32,A40,0.03626059205458347,A63,A75,4,A93,A101,4,A122,0.30357142857142855,A143,A152,1,A173,1,A191,A201,0
A14,0.029411764705882346,A32,A42,0.15010454495433037,A63,A73,1,A93,A101,2,A123,0.23214285714285715,A143,A152,1,A173,1,A192,A201,0
A11,0.20588235294117646,A32,A42,0.048475844613183675,A61,A71,4,A92,A101,2,A123,0.25000000000000006,A143,A152,1,A173,1,A191,A201,1
A12,0.10294117647058824,A32,A42,0.07301639705073182,A64,A72,4,A92,A101,1,A121,0.01785714285714285,A143,A152,1,A173,1,A191,A201,0
A14,0.2941176470588235,A32,A42,0.2047980631671619,A61,A74,2,A92,A101,4,A122,0.10714285714285715,A143,A151,1,A173,1,A192,A201,0
A12,0.2941176470588235,A34,A49,0.09271486739297898,A61,A75,4,A91,A101,4,A121,0.21428571428571425,A143,A152,2,A173,1,A192,A201,1
A11,0.16176470588235292,A30,A40,0.03851656212171234,A61,A75,4,A93,A101,3,A123,0.25000000000000006,A143,A151,2,A173,2,A191,A201,1
A14,0.1176470588235294,A32,A42,0.028227137669197756,A61,A73,4,A92,A101,1,A121,0.125,A143,A152,1,A173,1,A192,A201,0
A12,0.2941176470588235,A33,A42,0.09981291955540883,A61,A71,3,A92,A101,2,A122,0.26785714285714285,A143,A152,1,A174,1,A192,A201,1
A12,0.058823529411764705,A32,A43,0.06404754044239022,A61,A73,4,A93,A103,2,A121,0.25000000000000006,A143,A152,1,A173,1,A191,A202,0
A11,0.25,A33,A46,0.17409486079013978,A61,A72,2,A93,A101,1,A122,0.125,A143,A152,2,A173,1,A191,A201,1
A14,0.38235294117647056,A31,A41,0.39809618135798397,A65,A71,4,A92,A101,1,A121,0.6071428571428572,A141,A152,1,A174,1,A192,A201,1
A11,0.1176470588235294,A32,A42,0.1280400572246066,A61,A73,2,A91,A101,1,A123,0.41071428571428575,A143,A152,1,A173,1,A191,A201,0
A11,0.029411764705882346,A34,A43,0.00484208209530098,A63,A75,4,A93,A101,4,A123,0.5892857142857142,A143,A152,2,A173,1,A191,A201,0
A14,0.1176470588235294,A32,A43,0.09425552987784747,A61,A74,4,A93,A101,2,A123,0.21428571428571425,A143,A151,2,A174,2,A192,A201,0
A11,0.25,A34,A40,0.0176625949158138,A61,A75,4,A93,A101,4,A121,0.8214285714285714,A143,A152,2,A173,1,A191,A201,0
A14,0.47058823529411764,A33,A49,0.5129305601408606,A61,A72,1,A91,A101,1,A123,0.16071428571428575,A143,A152,2,A173,1,A191,A201,1
