status_conta,duracao_meses,historico_credito,proposito,valor_credito,poupanca,tempo_emprego,taxa_parcela,status_sexo,outros_devedores,residencia_desde,propriedades,idade,outros_planos_parcelas,moradia,creditos_existentes,emprego,dependentes,telefone,trabalhador_estrangeiro,target
1,0.20588235294117646,2,9,0.09150434686915374,3,1,3,3,0,3,0,0.30357142857142855,0,1,1,2,1,1,0,0
0,0.2941176470588235,2,3,0.20743919885550788,0,2,2,2,0,2,2,0.14285714285714285,1,1,1,2,1,0,0,0
1,0.20588235294117646,2,0,0.3090128755364807,1,2,2,2,0,2,2,0.19642857142857145,2,1,2,2,1,1,0,0
3,0.1176470588235294,4,9,0.055793991416309016,4,4,4,2,0,4,3,0.6785714285714286,2,0,1,1,1,0,0,0
2,0.1176470588235294,2,3,0.06734896005282272,0,1,4,1,0,1,1,0.25000000000000006,0,1,1,3,1,1,0,0
1,0.6029411764705882,4,4,0.24738637614174097,0,1,4,2,0,2,1,0.10714285714285715,2,1,2,1,1,0,0,1
3,0.6470588235294117,4,7,0.32243864861890614,0,2,1,2,0,3,3,0.21428571428571425,0,2,1,2,1,1,0,0
2,0.20588235294117646,2,4,0.10179377132166832,0,2,4,2,1,2,0,0.32142857142857145,1,1,1,2,1,0,0,1
2,0.08823529411764706,2,5,0.0536480686695279,0,2,2,2,0,2,2,0.32142857142857145,2,1,1,2,1,1,0,0
1,0.07352941176470588,2,4,0.011444921316165951,0,2,4,2,0,3,0,0.0892857142857143,2,1,1,2,1,0,0,0
3,0.38235294117647056,2,4,0.11461428414218112,2,4,4,2,0,2,2,0.19642857142857145,0,1,1,3,1,0,0,0
1,0.1176470588235294,2,4,0.04996148343787829,2,2,3,0,0,1,2,0.125,2,1,1,2,1,1,0,0
1,0.20588235294117646,3,6,0.32761087267525035,0,2,2,2,0,4,0,0.44642857142857145,2,1,1,1,2,1,0,0
0,0.38235294117647056,4,1,0.3266754704522945,1,3,1,3,0,4,2,0.0892857142857143,2,0,2,2,1,0,0,0
0,0.6470588235294117,4,1,0.324254429404644,0,4,4,1,0,4,3,0.6964285714285714,1,2,2,1,1,0,0,1
3,0.10294117647058824,4,0,0.06289204357873886,0,1,4,1,0,4,2,0.28571428571428575,2,1,2,3,1,0,0,0
3,0.47058823529411764,2,4,0.1127434796962694,2,4,4,2,0,4,2,0.35714285714285715,2,1,1,2,1,0,0,0
0,0.029411764705882346,2,1,0.06063607351160999,2,0,1,1,0,2,1,0.07142857142857145,2,0,1,0,1,1,0,0
3,0.10294117647058824,4,0,0.38395510069329813,0,2,1,2,0,4,1,0.35714285714285715,2,1,2,1,1,0,0,0
3,0.1176470588235294,2,4,0.10030813249697369,1,2,4,1,1,2,0,0.16071428571428575,2,1,1,2,1,0,0,0
1,0.2941176470588235,3,3,0.11461428414218112,4,1,4,2,0,2,1,0.17857142857142855,0,1,1,1,1,0,0,0
1,0.338235294117647,3,1,0.3144602178936943,0,4,1,2,0,2,2,0.19642857142857145,2,1,2,3,1,1,0,0
3,0.1176470588235294,2,4,0.055683944095961266,0,2,3,2,0,2,2,0.10714285714285715,2,1,1,2,1,0,0,0
3,0.20588235294117646,2,1,0.17211400902388027,4,2,2,2,0,1,1,0.21428571428571425,2,1,1,2,1,1,0,0
1,0.47058823529411764,3,0,0.10867172884340266,0,4,4,2,0,4,3,0.6785714285714286,0,2,2,2,1,1,0,1
3,0.029411764705882346,1,0,0.029327610872675252,4,2,1,2,2,2,0,0.125,1,1,1,1,2,0,0,0
1,0.1176470588235294,2,4,0.3421371189611533,4,0,2,2,0,1,3,0.5892857142857142,2,1,1,3,1,1,0,1
3,0.47058823529411764,4,4,0.5126004181798173,0,2,2,1,0,2,2,0.21428571428571425,1,1,2,2,1,0,0,0
2,0.20588235294117646,2,0,0.09414548255749973,0,4,3,1,0,2,2,0.07142857142857145,2,1,1,3,1,0,0,0
0,0.47058823529411764,4,3,0.32898646417959726,0,1,4,1,1,4,3,0.07142857142857145,2,0,2,1,1,1,0,1
1,0.07352941176470588,2,9,0.0627819962583911,0,2,2,3,0,1,0,0.14285714285714285,0,1,1,2,1,1,0,0
1,0.16176470588235292,4,4,0.07081545064377683,4,4,4,2,2,4,0,0.5535714285714286,2,1,2,2,1,1,0,0
1,0.47058823529411764,0,9,0.09370529327610873,0,4,4,2,0,4,3,0.75,2,2,1,3,1,1,0,1
1,0.6470588235294117,0,9,0.7797402883239792,0,2,2,2,0,2,2,0.10714285714285715,2,1,1,2,1,1,0,1
3,0.2941176470588235,2,4,0.16127434796962695,0,1,4,1,0,4,1,0.125,2,1,1,2,1,1,0,0
3,0.338235294117647,2,6,0.2718168812589414,4,4,4,2,0,4,1,0.5178571428571428,2,1,4,2,2,1,0,0
3,0.1176470588235294,2,4,0.10570045119401342,0,1,2,1,0,2,2,0.17857142857142855,0,1,1,2,1,0,0,0
1,0.1176470588235294,2,0,0.041652910751623196,3,2,4,3,0,1,0,0.0535714285714286,2,1,1,2,1,0,0,0
3,0.47058823529411764,2,7,0.08633212281280951,0,2,4,2,0,4,3,0.32142857142857145,1,2,1,2,1,1,0,1
3,0.47058823529411764,2,4,0.11797072741278751,4,2,4,1,0,4,2,0.10714285714285715,2,1,1,2,1,0,0,0
3,0.47058823529411764,2,1,0.4337515131506548,0,2,1,1,0,2,1,0.19642857142857145,0,1,1,2,1,0,0,0
3,0.044117647058823525,4,4,0.02641135688345989,4,4,4,2,0,2,1,0.48214285714285715,2,0,2,1,1,1,0,0
0,0.058823529411764705,4,2,0.05029162539892153,0,4,3,2,0,4,3,0.5714285714285714,0,2,2,3,2,1,0,0
1,0.5588235294117647,4,9,0.3138549576317817,0,3,2,1,0,1,0,0.39285714285714285,0,1,2,1,1,0,0,0
0,0.47058823529411764,2,7,0.09502586112028172,4,4,4,2,0,4,3,0.37499999999999994,2,1,1,3,1,1,0,1
0,0.1176470588235294,4,1,0.0702101903818642,0,4,4,2,0,4,3,0.8392857142857144,2,2,2,3,1,0,0,0
0,0.5588235294117647,2,4,0.20441289754594477,0,1,4,2,0,3,2,0.26785714285714285,2,1,1,2,1,0,0,1
1,0.10294117647058824,3,4,0.24876196764608782,0,3,2,2,0,4,1,0.5714285714285714,2,1,1,2,1,0,0,0
3,0.7352941176470588,0,1,0.5054473423572136,4,2,2,2,0,2,1,0.35714285714285715,2,1,1,1,2,0,0,0
1,0.38235294117647056,2,3,0.19709475074281943,0,1,2,3,0,1,1,0.0535714285714286,2,1,1,2,1,0,0,0
3,0.2941176470588235,2,4,0.3132496973698691,4,1,1,1,0,1,2,0.44642857142857145,2,1,2,2,1,1,0,1
3,0.16176470588235292,2,4,0.0529877847474414,2,4,4,2,0,3,1,0.49999999999999994,1,1,1,2,1,1,0,0
3,0.20588235294117646,2,9,0.07252118410916694,1,2,3,1,0,4,1,0.0892857142857143,2,0,1,1,1,0,0,0
0,0.2941176470588235,2,2,0.08281060856168151,0,4,4,1,2,4,0,0.6964285714285714,2,1,1,1,1,1,0,0
0,0.08823529411764706,2,4,0.1136238582590514,0,4,3,2,0,4,0,0.5892857142857142,2,1,1,1,1,0,0,0
3,0.1176470588235294,4,9,0.06393749312204247,0,2,4,1,2,2,0,0.17857142857142855,2,1,2,3,1,1,0,0
1,0.20588235294117646,4,3,0.05749972488169913,0,1,4,1,0,1,1,0.14285714285714285,2,1,2,2,1,0,0,0
1,0.47058823529411764,2,7,0.6802024870694399,1,2,1,2,0,4,3,0.49999999999999994,2,2,1,2,2,1,0,1
0,0.20588235294117646,2,0,0.10999229668757565,1,3,4,2,0,3,2,0.19642857142857145,2,1,1,3,2,1,0,0
0,0.1176470588235294,0,6,0.047210300429184546,0,3,4,2,0,3,0,0.16071428571428575,2,1,2,2,1,0,0,1
3,0.1176470588235294,4,4,0.020248706943985912,0,4,4,2,0,4,0,0.6607142857142858,2,1,1,2,1,0,0,0
0,0.1176470588235294,4,1,0.06377242214152085,0,4,4,2,0,3,0,0.625,2,1,1,2,1,0,0,0
3,0.1176470588235294,4,4,0.030097942115109497,4,4,4,1,0,3,1,0.25000000000000006,0,1,1,1,2,0,0,1
2,0.2941176470588235,4,3,0.18526466380543635,4,4,4,2,1,4,3,0.01785714285714285,2,0,2,2,1,0,0,0
1,0.1176470588235294,2,0,0.05876526906569825,3,4,4,2,0,4,0,0.625,2,1,1,2,1,1,0,0
1,0.7352941176470588,0,9,0.8635963464289644,0,1,3,2,0,4,3,0.6964285714285714,2,0,1,2,1,1,0,1
3,0.1176470588235294,4,7,0.09695168922636734,4,3,4,1,0,2,2,0.75,2,1,1,2,1,0,0,0
1,0.20588235294117646,2,9,0.13051612193243095,1,2,4,2,0,4,2,0.26785714285714285,2,1,1,2,1,0,0,0
1,0.47058823529411764,4,4,0.11483437878287663,0,4,4,2,0,4,0,0.30357142857142855,2,1,1,2,1,0,0,0
1,0.23529411764705882,3,1,0.37454605480356556,4,3,3,2,0,4,1,0.30357142857142855,0,0,2,3,2,1,0,0
3,0.2941176470588235,2,0,0.06707384175195334,1,4,4,3,0,4,0,0.39285714285714285,2,0,1,1,1,0,0,0
1,0.47058823529411764,2,4,0.1140640475404424,0,3,4,2,0,4,2,0.0892857142857143,2,0,1,2,1,0,0,0
3,0.029411764705882346,3,4,0.037526136238582586,0,2,3,1,0,2,0,0.0892857142857143,2,1,1,2,1,0,0,0
1,0.07352941176470588,4,3,0.09183448883019699,0,3,4,2,0,3,2,0.28571428571428575,2,0,1,2,1,1,0,0
3,0.1176470588235294,2,1,0.12077693408165512,4,1,2,3,0,4,2,0.125,2,0,1,2,1,1,0,0
1,0.2941176470588235,4,2,0.6431165401122483,0,2,2,2,1,3,2,0.35714285714285715,2,1,2,3,2,1,0,1
3,0.20588235294117646,1,0,0.34158688235941453,0,4,2,2,0,4,3,0.35714285714285715,0,1,2,3,2,1,0,1
1,0.1176470588235294,2,0,0.32067789149334214,0,3,2,2,0,2,2,0.23214285714285715,2,1,1,2,1,0,0,0
0,0.2941176470588235,2,3,0.4110817651590184,4,1,1,1,0,2,1,0.19642857142857145,2,1,1,2,1,1,1,0
1,0.14705882352941174,2,9,0.06382744580169472,2,4,1,3,0,2,0,0.28571428571428575,2,1,1,2,1,1,0,0
1,0.029411764705882346,3,9,0.06597336854847584,1,4,1,0,0,2,2,0.21428571428571425,0,1,2,2,2,0,0,0
2,0.16176470588235292,2,7,0.007813359744690218,0,1,4,1,0,4,1,0.07142857142857145,2,0,1,2,1,1,0,0
1,0.20588235294117646,2,0,0.33069219764498736,0,3,3,2,0,3,0,0.16071428571428575,2,0,1,1,1,0,0,0
3,0.47058823529411764,4,0,0.4184549356223176,0,2,4,1,0,2,0,0.10714285714285715,1,1,2,2,1,1,0,1
0,0.1176470588235294,2,4,0.07868383404864092,2,4,3,3,0,1,0,0.28571428571428575,2,1,1,2,1,0,0,0
3,0.6470588235294117,4,4,0.18311874105865522,4,4,4,2,0,1,0,0.49999999999999994,2,1,1,2,1,1,0,0
0,0.5588235294117647,2,4,0.3809838230439089,4,3,4,1,0,3,2,0.19642857142857145,2,1,1,3,1,1,0,1
0,0.08823529411764706,4,3,0.10355452844723231,4,1,2,1,1,3,0,0.14285714285714285,2,0,2,2,1,0,1,0
0,0.4264705882352941,4,3,0.22180037416088919,2,2,1,1,0,4,2,0.07142857142857145,2,1,2,2,1,0,0,1
1,0.1176470588235294,4,0,0.116430064927919,2,3,3,0,0,3,2,0.30357142857142855,2,1,1,3,1,1,0,0
0,0.25,2,4,0.0872125013755915,0,2,3,1,0,2,0,0.10714285714285715,2,1,2,2,1,1,0,1
3,0.2941176470588235,4,1,0.1990756025090789,0,4,4,1,0,2,2,0.39285714285714285,2,0,2,3,1,1,0,0
3,0.1176470588235294,2,3,0.08352591614394189,0,2,3,2,0,2,0,0.0892857142857143,2,0,1,1,1,0,0,0
2,0.08823529411764706,4,0,0.0292175635523275,0,4,4,2,0,4,3,0.7857142857142858,2,2,2,2,1,1,0,0
1,0.20588235294117646,2,3,0.09210960713106636,4,1,4,1,0,3,0,0.14285714285714285,2,0,1,2,1,0,0,1
0,0.1176470588235294,4,0,0.10294926818531969,0,2,4,2,0,2,1,0.19642857142857145,2,1,2,2,1,0,0,0
0,0.1176470588235294,2,4,0.024815670738417523,0,2,4,3,0,2,0,0.37499999999999994,2,1,1,1,1,0,0,0
1,0.1176470588235294,2,6,0.021404203807637284,0,2,4,2,0,2,2,0.19642857142857145,2,1,1,2,1,0,0,1
1,0.1176470588235294,4,1,0.08858809287993837,0,0,4,2,0,2,2,0.26785714285714285,2,1,2,3,1,1,0,0
0,0.1176470588235294,4,0,0.17877187190491914,0,2,3,1,1,2,0,0.17857142857142855,2,1,2,2,1,0,0,1
1,0.6470588235294117,2,0,0.45322988885220644,4,3,1,1,0,2,2,0.0892857142857143,2,1,1,2,1,0,0,0
0,0.47058823529411764,3,7,0.36519203257400684,0,2,4,2,0,3,1,0.17857142857142855,1,1,1,2,1,1,0,1
3,0.16176470588235292,2,3,0.1352481567073842,0,1,2,2,0,3,1,0.14285714285714285,0,1,2,1,1,0,0,0
3,0.20588235294117646,2,3,0.09541102674149884,0,2,4,2,0,4,3,0.49999999999999994,0,2,2,2,1,0,0,0
3,0.8235294117647058,2,4,0.5444040937603168,1,3,2,1,0,4,0,0.035714285714285754,2,1,1,2,1,1,0,0
3,0.1176470588235294,4,4,0.05447342357213601,4,4,4,1,0,2,0,0.33928571428571425,2,1,2,2,1,1,0,0
3,0.338235294117647,3,1,0.46016287003411466,3,2,2,2,0,2,2,0.14285714285714285,2,1,2,2,1,0,0,0
1,0.1176470588235294,2,4,0.02839220864971938,2,2,4,2,0,3,0,0.8392857142857144,2,1,1,1,1,0,0,1
1,0.16176470588235292,4,4,0.1363486299108617,4,3,4,2,2,2,0,0.28571428571428575,0,1,3,2,1,1,0,0
2,0.1176470588235294,2,4,0.08974358974358974,0,2,2,1,0,2,2,0.44642857142857145,2,0,1,1,1,1,0,0
2,0.029411764705882346,2,0,0.025255860019808517,3,1,2,3,0,2,0,0.14285714285714285,2,1,1,0,1,0,1,0
1,0.47058823529411764,2,4,0.2500825354902608,0,1,4,1,0,1,3,0.19642857142857145,2,1,1,3,1,1,0,0
0,0.338235294117647,2,4,0.17420490811048753,0,2,3,2,0,2,2,0.14285714285714285,2,1,1,3,1,0,0,0
0,0.20588235294117646,2,3,0.121712336304611,0,2,2,2,0,2,2,0.0535714285714286,2,1,1,2,1,0,0,1
3,0.25,4,3,0.11213821943435677,0,1,4,1,0,4,1,0.07142857142857145,2,1,1,2,1,1,0,0
1,0.6470588235294117,1,9,0.18245845713656875,1,3,4,2,0,2,2,0.19642857142857145,2,1,1,2,1,0,0,0
0,0.029411764705882346,4,0,0.0335644327060636,0,4,1,1,0,4,3,0.35714285714285715,2,1,2,2,1,1,0,0
3,0.1176470588235294,4,0,0.023770221195113902,1,3,4,1,0,3,2,0.5714285714285714,2,1,2,2,1,1,0,0
0,0.47058823529411764,4,3,0.2817761637504127,0,2,3,2,2,2,1,0.16071428571428575,2,1,2,2,1,0,0,0
3,0.20588235294117646,4,4,0.07329151535160118,3,4,4,2,0,4,2,0.48214285714285715,2,1,2,2,1,0,0,0
3,0.029411764705882346,2,4,0.06030593155056674,1,4,2,2,0,4,3,0.41071428571428575,0,2,1,2,2,1,0,0
3,0.08823529411764706,2,4,0.09210960713106636,0,2,1,2,0,4,1,0.33928571428571425,2,1,1,2,1,1,1,0
2,0.47058823529411764,2,4,0.30802244965335096,0,2,4,2,0,1,2,0.0892857142857143,2,1,1,2,1,0,0,0
1,0.2941176470588235,4,1,0.41311764058545175,3,4,2,1,0,4,3,0.17857142857142855,2,0,1,2,1,0,0,0
1,0.2941176470588235,3,9,0.3695939253879168,1,3,4,2,0,4,2,0.30357142857142855,2,0,1,3,1,1,0,0
0,0.1176470588235294,2,3,0.056784417299438755,0,2,2,1,0,4,2,0.01785714285714285,2,0,1,2,1,0,0,1
0,0.07352941176470588,4,6,0.057114559260482006,1,4,3,2,2,4,0,0.5178571428571428,2,1,2,2,2,0,1,0
0,0.1176470588235294,1,8,0.004897105755474855,0,4,4,3,0,1,2,0.46428571428571425,0,1,1,1,1,0,0,0
1,0.2941176470588235,2,0,0.1794871794871795,1,3,2,2,0,3,2,0.33928571428571425,0,1,2,2,1,1,0,0
3,0.029411764705882346,4,4,0.09067899196654561,4,2,1,2,0,2,0,0.26785714285714285,2,1,2,1,2,0,0,0
3,0.2941176470588235,4,4,0.14427203697589966,1,4,3,2,0,4,0,0.30357142857142855,2,1,1,2,2,1,0,0
3,0.20588235294117646,4,0,0.04429404643996919,0,1,4,1,0,1,1,0.19642857142857145,2,1,2,2,1,0,0,0
3,0.16176470588235292,2,5,0.055683944095961266,2,3,4,2,0,3,1,0.30357142857142855,2,1,2,2,1,1,0,0
1,0.08823529411764706,2,0,0.3883569935072081,0,0,2,2,0,4,3,0.9107142857142858,0,2,1,3,1,1,0,0
3,0.47058823529411764,2,0,0.03626059205458347,2,4,4,2,0,4,1,0.30357142857142855,2,1,1,2,1,0,0,0
3,0.029411764705882346,2,3,0.15010454495433037,2,2,1,2,0,2,2,0.23214285714285715,2,1,1,2,1,1,0,0
0,0.20588235294117646,2,3,0.048475844613183675,0,0,4,1,0,2,2,0.25000000000000006,2,1,1,2,1,0,0,1
1,0.10294117647058824,2,3,0.07301639705073182,3,1,4,1,0,1,0,0.01785714285714285,2,1,1,2,1,0,0,0
3,0.2941176470588235,2,3,0.2047980631671619,0,3,2,1,0,4,1,0.10714285714285715,2,0,1,2,1,1,0,0
1,0.2941176470588235,4,9,0.09271486739297898,0,4,4,0,0,4,0,0.21428571428571425,2,1,2,2,1,1,0,1
0,0.16176470588235292,0,0,0.03851656212171234,0,4,4,2,0,3,2,0.25000000000000006,2,0,2,2,2,0,0,1
3,0.1176470588235294,2,3,0.028227137669197756,0,2,4,1,0,1,0,0.125,2,1,1,2,1,1,0,0
1,0.2941176470588235,3,3,0.09981291955540883,0,0,3,1,0,2,1,0.26785714285714285,2,1,1,3,1,1,0,1
1,0.058823529411764705,2,4,0.06404754044239022,0,2,4,2,2,2,0,0.25000000000000006,2,1,1,2,1,0,1,0
0,0.25,3,7,0.17409486079013978,0,1,2,2,0,1,1,0.125,2,1,2,2,1,0,0,1
3,0.38235294117647056,1,1,0.39809618135798397,4,0,4,1,0,1,0,0.6071428571428572,0,1,1,3,1,1,0,1
0,0.1176470588235294,2,3,0.1280400572246066,0,2,2,0,0,1,2,0.41071428571428575,2,1,1,2,1,0,0,0
0,0.029411764705882346,4,4,0.00484208209530098,2,4,4,2,0,4,2,0.5892857142857142,2,1,2,2,1,0,0,0
3,0.1176470588235294,2,4,0.09425552987784747,0,3,4,2,0,2,2,0.21428571428571425,2,0,2,3,2,1,0,0
0,0.25,4,0,0.0176625949158138,0,4,4,2,0,4,0,0.8214285714285714,2,1,2,2,1,0,0,0
3,0.47058823529411764,3,9,0.5129305601408606,0,1,1,0,0,1,2,0.16071428571428575,2,1,2,2,1,0,0,1
1,0.47058823529411764,3,9,0.2313744910311434,0,2,2,0,0,2,0,0.19642857142857145,1,1,2,3,1,1,0,1
0,0.25,1,0,0.07686805326290305,4,2,4,2,0,2,1,0.37499999999999994,2,1,2,1,2,0,0,1
3,0.2941176470588235,4,3,0.19406844943325632,3,2,4,2,0,4,0,0.5535714285714286,2,1,1,2,1,1,0,0
1,0.20588235294117646,4,0,0.034885000550236606,0,4,4,2,0,4,2,0.30357142857142855,0,1,1,2,2,1,0,1
3,0.16176470588235292,4,4,0.06107626279300099,0,2,4,2,0,2,1,0.21428571428571425,2,1,2,2,1,0,0,0
1,0.07352941176470588,1,1,0.268460437988335,0,4,2,1,0,4,3,0.9821428571428572,0,2,1,3,2,1,0,1
1,0.1764705882352941,4,0,0.050896885660834154,0,0,2,2,0,3,2,0.875,2,2,3,0,1,1,0,0
0,0.1176470588235294,2,4,0.0233300319137229,1,3,4,3,0,1,1,0.01785714285714285,2,1,1,2,1,0,0,1
1,0.20588235294117646,0,3,0.16474083856058105,0,2,1,1,0,4,2,0.25000000000000006,0,1,2,2,1,1,0,0
3,0.2941176470588235,2,9,0.23885770881479035,3,2,2,2,0,3,1,0.625,2,1,3,3,1,1,0,1
1,0.6470588235294117,0,9,0.19775503466490593,1,3,4,2,0,4,3,0.26785714285714285,2,2,1,1,2,0,0,1
1,0.338235294117647,2,9,0.20166171453725104,0,2,4,2,0,2,2,0.30357142857142855,2,1,1,2,2,1,0,1
3,0.029411764705882346,2,4,0.10223396060305931,0,3,2,3,0,2,0,0.17857142857142855,2,0,1,2,1,0,0,0
1,0.6029411764705882,2,4,0.15302079894354573,1,2,4,2,2,4,1,0.035714285714285754,2,0,1,2,1,0,0,1
1,0.07352941176470588,4,7,0.06883459887751733,0,4,2,1,0,3,2,0.26785714285714285,2,1,2,3,1,1,0,1
3,0.029411764705882346,4,4,0.06228678331682623,0,2,1,1,0,1,2,0.16071428571428575,2,1,2,2,1,1,0,0
1,0.1176470588235294,2,3,0.038571585781886214,1,1,4,1,0,4,2,0.14285714285714285,0,0,4,2,1,0,0,1
1,0.2941176470588235,2,1,0.13810938703642567,4,4,4,2,0,4,3,0.30357142857142855,0,2,1,2,1,1,0,0
1,0.20588235294117646,3,3,0.2226807527236712,0,4,4,0,0,3,3,0.37499999999999994,2,1,1,3,1,1,0,1
3,0.07352941176470588,4,7,0.037746230879278087,2,4,4,2,0,2,2,0.5892857142857142,2,1,2,2,1,1,0,0
0,0.1176470588235294,2,0,0.05051172003961703,0,2,4,3,0,3,0,0.14285714285714285,2,1,1,1,1,0,0,0
3,0.338235294117647,3,9,0.2678001540662485,0,3,3,2,0,4,2,0.125,2,1,2,2,1,0,0,0
0,0.1176470588235294,2,8,0.035875426433366345,0,3,4,3,0,4,1,0.035714285714285754,2,0,1,2,1,0,0,1
3,0.1176470588235294,4,0,0.06850445691647408,0,4,4,2,0,1,0,0.33928571428571425,2,1,2,1,2,0,0,0
0,0.38235294117647056,4,1,0.5707604269836029,0,4,3,2,0,4,3,0.33928571428571425,2,2,3,3,2,1,0,0
3,0.1176470588235294,4,3,0.09271486739297898,0,4,4,2,0,4,0,0.42857142857142855,2,1,3,2,1,1,0,0
1,0.1176470588235294,4,5,0.06459777704412897,0,3,4,2,0,3,1,0.125,2,1,1,2,1,0,0,0
0,0.2941176470588235,2,9,0.3476394849785408,0,2,2,3,0,2,2,0.035714285714285754,1,1,1,1,1,0,0,0
3,0.1176470588235294,2,1,0.06399251678221635,3,3,3,2,0,2,1,0.6428571428571428,2,1,1,2,1,0,1,0
3,0.07352941176470588,4,4,0.15538681633102236,4,2,1,2,0,2,0,0.25000000000000006,2,1,2,2,2,0,0,0
3,0.47058823529411764,2,4,0.19725982172334106,4,4,2,1,0,4,0,0.46428571428571425,2,1,1,1,1,1,0,0
0,0.338235294117647,0,9,0.27748431825685044,0,0,2,2,0,4,1,0.5535714285714286,1,1,2,2,1,1,0,1
2,0.38235294117647056,3,9,0.09122922856828436,0,4,4,2,0,4,0,0.8392857142857144,2,1,1,3,1,1,0,1
3,0.47058823529411764,4,4,0.1701331572576208,4,4,4,2,0,2,2,0.5714285714285714,2,1,1,2,1,1,0,0
1,0.029411764705882346,4,8,0.037526136238582586,4,3,1,1,0,3,1,0.35714285714285715,2,1,2,1,1,0,0,0
0,0.20588235294117646,0,9,0.1570375261362386,0,3,3,2,0,1,1,0.21428571428571425,0,1,1,2,1,1,0,0
2,0.47058823529411764,2,4,0.2015516672169033,0,2,2,2,0,2,0,0.07142857142857145,2,1,1,2,1,1,0,0
0,0.2941176470588235,2,3,0.15247056234180698,0,2,2,0,0,2,0,0.0892857142857143,2,0,1,1,1,0,0,0
3,0.08823529411764706,2,0,0.06129635743369649,0,2,2,1,0,4,2,0.8035714285714286,2,1,1,2,1,1,0,0
