duracao_meses,valor_credito,taxa_parcela,residencia_desde,idade,creditos_existentes,dependentes,status_conta_A12,status_conta_A13,status_conta_A14,historico_credito_A31,historico_credito_A32,historico_credito_A33,historico_credito_A34,proposito_A41,proposito_A410,proposito_A42,proposito_A43,proposito_A44,proposito_A45,proposito_A46,proposito_A48,proposito_A49,poupanca_A62,poupanca_A63,poupanca_A64,poupanca_A65,tempo_emprego_A72,tempo_emprego_A73,tempo_emprego_A74,tempo_emprego_A75,status_sexo_A92,status_sexo_A93,status_sexo_A94,outros_devedores_A102,outros_devedores_A103,propriedades_A122,propriedades_A123,propriedades_A124,outros_planos_parcelas_A142,outros_planos_parcelas_A143,moradia_A152,moradia_A153,emprego_A172,emprego_A173,emprego_A174,telefone_A192,trabalhador_estrangeiro_A202,target
0.1176470588235294,0.05749972488169913,3,1,0.10714285714285715,1,1,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,1
0.6470588235294117,0.22328601298558381,3,4,0.0892857142857143,1,1,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,1
0.1176470588235294,0.07246616044899307,1,1,0.0535714285714286,1,1,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,True,True,False,False,True,False,True,False,0
0.2941176470588235,0.052217453505007144,4,4,0.7321428571428572,2,1,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,True,True,False,True,False,False,False,False,1
0.16176470588235292,0.06344228018047761,2,4,0.16071428571428575,1,1,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,0
0.2941176470588235,0.056784417299438755,4,2,0.23214285714285715,1,1,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,True,True,False,True,False,False,False,False,1
0.2941176470588235,0.11962143721800374,4,4,0.6071428571428572,2,1,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,True,False,False,False,True,True,False,False,True,False,False,False,0
0.38235294117647056,0.43039506988004844,2,3,0.10714285714285715,3,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,True,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,0
0.2941176470588235,0.6783867062837019,4,2,0.44642857142857145,1,1,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False,True,False,True,False,False,True,True,False,1
0.2941176470588235,0.17497523935292178,3,2,0.21428571428571425,1,2,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,True,True,False,False,True,False,True,False,0
0.07352941176470588,0.10366457576758006,4,4,0.5178571428571428,3,1,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,True,True,False,False,True,False,True,False,0
0.029411764705882346,0.13189171343677783,2,3,0.44642857142857145,1,2,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,0
0.08823529411764706,0.10955210740618465,1,3,0.5178571428571428,2,2,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,0
0.1176470588235294,0.08550676791020138,3,4,0.44642857142857145,1,1,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,True,True,False,False,True,False,False,False,0
0.08823529411764706,0.10008803785627819,2,1,0.125,2,1,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,True,False,False,True,True,False,False,True,False,False,True,0
0.029411764705882346,0.06184659403543523,1,2,0.30357142857142855,1,1,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,0
0.029411764705882346,0.00968416419060196,4,4,0.35714285714285715,1,1,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,True,True,False,True,False,False,False,False,0
0.1176470588235294,0.008748761967646089,3,3,0.41071428571428575,2,1,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,0
0.044117647058823525,0.11912622427643886,3,2,0.26785714285714285,1,1,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,True,True,False,False,True,False,False,False,0
0.8235294117647058,0.36238582590513924,3,4,0.7857142857142858,2,1,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,True,True,False,False,True,False,True,False,1
0.20588235294117646,0.09150434686915374,3,3,0.30357142857142855,1,1,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,True,False,0
0.2941176470588235,0.20743919885550788,2,2,0.14285714285714285,1,1,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,True,False,True,False,False,True,False,False,False,0
0.20588235294117646,0.3090128755364807,2,2,0.19642857142857145,2,1,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,True,True,False,False,True,False,True,False,0
0.1176470588235294,0.055793991416309016,4,4,0.6785714285714286,1,1,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False,0
0.1176470588235294,0.06734896005282272,4,1,0.25000000000000006,1,1,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,True,True,False,0
0.6029411764705882,0.24738637614174097,4,2,0.10714285714285715,2,1,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,True,True,False,True,False,False,False,False,1
0.6470588235294117,0.32243864861890614,1,3,0.21428571428571425,1,1,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,True,False,True,False,0
0.20588235294117646,0.10179377132166832,4,2,0.32142857142857145,1,1,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,True,False,True,False,False,True,False,False,False,1
0.08823529411764706,0.0536480686695279,2,2,0.32142857142857145,1,1,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,True,True,False,False,True,False,True,False,0
0.07352941176470588,0.011444921316165951,4,3,0.0892857142857143,1,1,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False,True,False,False,False,0
0.38235294117647056,0.11461428414218112,4,2,0.19642857142857145,1,1,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,0
0.1176470588235294,0.04996148343787829,3,1,0.125,1,1,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,True,False,False,True,False,True,False,0
0.20588235294117646,0.32761087267525035,2,4,0.44642857142857145,1,2,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,True,False,True,False,False,True,False,0
0.38235294117647056,0.3266754704522945,1,4,0.0892857142857143,2,1,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,True,False,False,False,True,False,False,False,0
0.6470588235294117,0.324254429404644,4,4,0.6964285714285714,2,1,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,True,True,False,False,True,True,False,False,False,False,1
0.10294117647058824,0.06289204357873886,4,4,0.28571428571428575,2,1,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,True,True,False,False,False,True,False,False,0
0.47058823529411764,0.1127434796962694,4,4,0.35714285714285715,1,1,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,True,True,False,False,True,False,False,False,0
0.029411764705882346,0.06063607351160999,1,2,0.07142857142857145,1,1,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,0
0.10294117647058824,0.38395510069329813,1,4,0.35714285714285715,2,1,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,True,False,True,False,False,False,False,0
0.1176470588235294,0.10030813249697369,4,2,0.16071428571428575,1,1,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,True,True,False,False,True,False,False,False,0
0.2941176470588235,0.11461428414218112,4,2,0.17857142857142855,1,1,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,0
0.338235294117647,0.3144602178936943,1,2,0.19642857142857145,2,1,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,True,True,False,False,False,True,True,False,0
0.1176470588235294,0.055683944095961266,3,2,0.10714285714285715,1,1,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,True,True,False,False,True,False,False,False,0
0.20588235294117646,0.17211400902388027,2,1,0.21428571428571425,1,1,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,True,False,False,False,True,True,False,False,True,False,True,False,0
0.47058823529411764,0.10867172884340266,4,4,0.6785714285714286,2,1,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,True,False,True,False,True,False,1
0.029411764705882346,0.029327610872675252,1,2,0.125,1,2,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,True,False,False,False,True,False,True,False,True,False,False,False,False,0
0.1176470588235294,0.3421371189611533,2,1,0.5892857142857142,1,1,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,True,True,False,False,False,True,True,False,1
0.47058823529411764,0.5126004181798173,2,2,0.21428571428571425,2,1,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,True,False,True,False,False,True,False,False,False,0
0.20588235294117646,0.09414548255749973,3,2,0.07142857142857145,1,1,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,True,True,False,False,False,True,False,False,0
0.47058823529411764,0.32898646417959726,4,4,0.07142857142857145,2,1,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,True,False,True,False,False,True,False,False,True,False,1
0.07352941176470588,0.0627819962583911,2,1,0.14285714285714285,1,1,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,True,False,0
0.16176470588235292,0.07081545064377683,4,4,0.5535714285714286,2,1,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,True,False,False,False,False,True,True,False,False,True,False,True,False,0
0.47058823529411764,0.09370529327610873,4,4,0.75,1,1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,True,False,True,False,False,True,True,False,1
0.6470588235294117,0.7797402883239792,2,2,0.10714285714285715,1,1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,True,True,False,False,True,False,True,False,1
0.2941176470588235,0.16127434796962695,4,4,0.125,1,1,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True,True,False,False,True,False,True,False,0
0.338235294117647,0.2718168812589414,4,4,0.5178571428571428,4,2,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,True,False,False,False,True,True,False,False,True,False,True,False,0
0.1176470588235294,0.10570045119401342,2,2,0.17857142857142855,1,1,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,0
0.1176470588235294,0.041652910751623196,4,1,0.0535714285714286,1,1,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,True,False,False,False,0
0.47058823529411764,0.08633212281280951,4,4,0.32142857142857145,1,1,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,True,False,False,True,False,True,False,True,False,1
0.47058823529411764,0.11797072741278751,4,4,0.10714285714285715,1,1,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,True,False,False,True,True,False,False,True,False,False,False,0
0.47058823529411764,0.4337515131506548,1,2,0.19642857142857145,1,1,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,0
0.044117647058823525,0.02641135688345989,4,2,0.48214285714285715,2,1,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,True,False,False,False,True,False,False,True,False,False,True,False,0
0.058823529411764705,0.05029162539892153,3,4,0.5714285714285714,2,2,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,True,False,False,True,True,False,0
0.5588235294117647,0.3138549576317817,2,1,0.39285714285714285,2,1,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,0
0.47058823529411764,0.09502586112028172,4,4,0.37499999999999994,1,1,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,True,False,True,True,False,False,False,True,True,False,1
0.1176470588235294,0.0702101903818642,4,4,0.8392857142857144,2,1,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,True,False,True,False,False,True,False,False,0
0.5588235294117647,0.20441289754594477,4,3,0.26785714285714285,1,1,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,True,True,False,False,True,False,False,False,1
0.10294117647058824,0.24876196764608782,2,4,0.5714285714285714,1,1,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,True,True,False,False,True,False,False,False,0
0.7352941176470588,0.5054473423572136,2,2,0.35714285714285715,1,2,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,True,False,False,False,True,True,False,True,False,False,False,False,0
0.38235294117647056,0.19709475074281943,2,1,0.0535714285714286,1,1,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,True,True,False,False,True,False,False,False,0
0.2941176470588235,0.3132496973698691,1,1,0.44642857142857145,2,1,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,True,False,False,False,False,False,True,False,False,True,True,False,False,True,False,True,False,1
0.16176470588235292,0.0529877847474414,4,3,0.49999999999999994,1,1,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,True,False,False,True,False,True,False,False,True,False,True,False,0
0.20588235294117646,0.07252118410916694,3,4,0.0892857142857143,1,1,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,0
0.2941176470588235,0.08281060856168151,4,4,0.6964285714285714,1,1,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,True,False,False,False,False,True,True,False,True,False,False,True,False,0
0.08823529411764706,0.1136238582590514,3,4,0.5892857142857142,1,1,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,True,False,True,False,False,False,False,0
0.1176470588235294,0.06393749312204247,4,2,0.17857142857142855,2,1,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,True,True,False,False,False,True,True,False,0
0.20588235294117646,0.05749972488169913,4,1,0.14285714285714285,2,1,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True,True,False,False,True,False,False,False,0
0.47058823529411764,0.6802024870694399,1,4,0.49999999999999994,1,2,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,True,False,True,False,True,False,True,False,1
0.20588235294117646,0.10999229668757565,4,3,0.19642857142857145,1,2,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,True,True,False,False,False,True,True,False,0
0.1176470588235294,0.047210300429184546,4,3,0.16071428571428575,2,1,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,True,False,False,True,False,False,False,1
0.1176470588235294,0.020248706943985912,4,4,0.6607142857142858,1,1,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,True,False,False,True,False,False,False,0
0.1176470588235294,0.06377242214152085,4,3,0.625,1,1,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,True,False,False,True,False,False,False,0
0.1176470588235294,0.030097942115109497,4,3,0.25000000000000006,1,2,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,True,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,1
0.2941176470588235,0.18526466380543635,4,4,0.01785714285714285,2,1,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,True,False,False,False,True,False,True,False,False,False,True,False,False,False,0
0.1176470588235294,0.05876526906569825,4,4,0.625,1,1,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,True,False,False,True,False,True,False,0
0.7352941176470588,0.8635963464289644,3,4,0.6964285714285714,1,1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,True,False,True,False,1
0.1176470588235294,0.09695168922636734,4,2,0.75,1,1,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False,True,False,False,True,True,False,False,True,False,False,False,0
0.20588235294117646,0.13051612193243095,4,4,0.26785714285714285,1,1,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,True,True,False,False,True,False,False,False,0
0.47058823529411764,0.11483437878287663,4,4,0.30357142857142855,1,1,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,True,False,False,True,False,False,False,0
0.23529411764705882,0.37454605480356556,3,4,0.30357142857142855,2,2,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,0
0.2941176470588235,0.06707384175195334,4,4,0.39285714285714285,1,1,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,0
0.47058823529411764,0.1140640475404424,4,4,0.0892857142857143,1,1,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,0
0.029411764705882346,0.037526136238582586,3,2,0.0892857142857143,1,1,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,True,False,False,False,0
0.07352941176470588,0.09183448883019699,4,3,0.28571428571428575,1,1,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,True,False,False,False,True,False,True,False,0
0.1176470588235294,0.12077693408165512,2,4,0.125,1,1,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,True,False,True,False,0
0.2941176470588235,0.6431165401122483,2,3,0.35714285714285715,2,2,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,True,False,False,True,True,False,False,False,True,True,False,1
0.20588235294117646,0.34158688235941453,2,4,0.35714285714285715,2,2,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,True,False,False,False,True,True,False,1
0.1176470588235294,0.32067789149334214,2,2,0.23214285714285715,1,1,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,True,True,False,False,True,False,False,False,0
0.2941176470588235,0.4110817651590184,1,2,0.19642857142857145,1,1,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,True,False,False,False,False,True,False,False,False,True,True,False,False,True,False,True,True,0
0.14705882352941174,0.06382744580169472,1,2,0.28571428571428575,1,1,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,True,False,False,True,False,True,False,0
0.029411764705882346,0.06597336854847584,1,2,0.21428571428571425,2,2,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,0
